seed,naive_winner,decision,final_winner,final_loser,final_gain_pct,final_lcb_pct
45,candidate_fast_but_noisy,defer:candidate_consistent:candidate_baseline,candidate_consistent,candidate_baseline,1.5148292519493063,1.5148292519493063
46,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,13.877310537247434,13.877310537247434
47,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,13.726373820432572,13.101373820432572
48,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,6.826517749507231,6.826517749507231
49,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,7.024598576117364,7.024598576117364
50,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,3.9881759039352835,3.9881759039352835
51,candidate_fast_but_noisy,defer:candidate_consistent:candidate_baseline,candidate_consistent,candidate_baseline,1.7931491556599592,1.1681491556599592
52,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,15.936096785663459,15.519430118996793
53,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,16.24647976869751,15.621479768697512
54,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,6.617618446224212,6.617618446224212
55,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,12.728577995296325,12.728577995296325
56,candidate_fast_but_noisy,promote:candidate_consistent,candidate_consistent,candidate_baseline,14.285204308961793,14.285204308961793
